id;path;handler;method;extras;subcontext;category;order;url
200;/tree/{tree}/search-replace;Fisharebest\Webtrees\Http\RequestHandlers\SearchReplaceAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;standard;10;
201;/tree/{tree}/add-child-to-individual/{xref};Fisharebest\Webtrees\Http\RequestHandlers\AddChildToIndividualAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;standard;10;
202;/tree/{tree}/add-parent-to-individual/{xref};Fisharebest\Webtrees\Http\RequestHandlers\AddParentToIndividualAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;standard;10;
203;/tree/{tree}/add-spouse-to-individual/{xref};Fisharebest\Webtrees\Http\RequestHandlers\AddSpouseToIndividualAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;standard;10;
204;/tree/{tree}/add-unlinked-individual;Fisharebest\Webtrees\Http\RequestHandlers\AddUnlinkedAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;standard;10;
205;/tree/{tree}/link-child-to-family/{xref};Fisharebest\Webtrees\Http\RequestHandlers\LinkChildToFamilyPage;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;standard;10;Webtrees_Handbuch/Anleitung_für_Bearbeiter#Familien-Datens.C3.A4tze
206;/tree/{tree}/link-child-to-family/{xref};Fisharebest\Webtrees\Http\RequestHandlers\LinkChildToFamilyAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;standard;10;
207;/tree/{tree}/link-spouse-to-individual/{xref};Fisharebest\Webtrees\Http\RequestHandlers\LinkSpouseToIndividualPage;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;standard;10;Webtrees_Handbuch/Anleitung_für_Bearbeiter#Familien-Datens.C3.A4tze
208;/tree/{tree}/link-spouse-to-individual/{xref};Fisharebest\Webtrees\Http\RequestHandlers\LinkSpouseToIndividualAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;standard;10;
209;/tree/{tree}/message-select;Fisharebest\Webtrees\Http\RequestHandlers\MessageSelect;POST;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;
210;/tree/{tree}/message-compose;Fisharebest\Webtrees\Http\RequestHandlers\MessagePage;GET;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;
211;/tree/{tree}/message-send;Fisharebest\Webtrees\Http\RequestHandlers\MessageAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;
212;/tree/{tree}/my-page;Fisharebest\Webtrees\Http\RequestHandlers\UserPage;GET;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;Webtrees_Handbuch/Anleitung_für_Mitglieder#Meine_Seiten
213;/tree/{tree}/my-page-block;Fisharebest\Webtrees\Http\RequestHandlers\UserPageBlock;GET;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;Webtrees_Handbuch/Anleitung_für_Mitglieder#Meine_Seiten
214;/tree/{tree}/my-page-edit;Fisharebest\Webtrees\Http\RequestHandlers\UserPageEdit;GET;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;Webtrees_Handbuch/Anleitung_für_Mitglieder#Meine_Seiten
215;/tree/{tree}/my-page-edit;Fisharebest\Webtrees\Http\RequestHandlers\UserPageUpdate;POST;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;
216;/tree/{tree}/my-page-block-edit/{block_id};Fisharebest\Webtrees\Http\RequestHandlers\UserPageBlockEdit;GET;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;Webtrees_Handbuch/Anleitung_für_Mitglieder#Meine_Seiten
217;/tree/{tree}/my-page-block-edit/{block_id};Fisharebest\Webtrees\Http\RequestHandlers\UserPageBlockUpdate;POST;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;
218;/my-account{/tree};Fisharebest\Webtrees\Http\RequestHandlers\AccountEdit;GET;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;Webtrees_Handbuch/Anleitung_für_Mitglieder#Mein_Konto
219;/my-account{/tree};Fisharebest\Webtrees\Http\RequestHandlers\AccountUpdate;POST;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;
220;/my-account-delete;Fisharebest\Webtrees\Http\RequestHandlers\AccountDelete;POST;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;
221;/empty-clipboard;Fisharebest\Webtrees\Http\RequestHandlers\EmptyClipboard;POST;Fisharebest\Webtrees\Http\Middleware\AuthLoggedIn;;standard;10;
222;/login{/tree};Fisharebest\Webtrees\Http\RequestHandlers\LoginPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Anmelden
223;/login{/tree};Fisharebest\Webtrees\Http\RequestHandlers\LoginAction;POST;;;standard;10;
224;/password-request{/tree};Fisharebest\Webtrees\Http\RequestHandlers\PasswordRequestPage;GET;;;standard;10;
225;/password-request{/tree};Fisharebest\Webtrees\Http\RequestHandlers\PasswordRequestAction;POST;;;standard;10;
226;/register{/tree};Fisharebest\Webtrees\Http\RequestHandlers\RegisterPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Anmelden
227;/register{/tree};Fisharebest\Webtrees\Http\RequestHandlers\RegisterAction;POST;;;standard;10;
228;/password-reset/{token}{/tree};Fisharebest\Webtrees\Http\RequestHandlers\PasswordResetPage;GET;;;standard;10;
229;/password-reset/{token}{/tree};Fisharebest\Webtrees\Http\RequestHandlers\PasswordResetAction;POST;;;standard;10;
230;/verify/{username}/{token}{/tree};Fisharebest\Webtrees\Http\RequestHandlers\VerifyEmail;GET;;;standard;10;
231;/tree/{tree};Fisharebest\Webtrees\Http\RequestHandlers\TreePage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher
232;/tree/{tree}/autocomplete/surname;Fisharebest\Webtrees\Http\RequestHandlers\AutoCompleteSurname;GET;;;standard;10;
233;/tree/{tree}/calendar/{view};Fisharebest\Webtrees\Http\RequestHandlers\CalendarPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Kalender
234;/tree/{tree}/calendar/{view};Fisharebest\Webtrees\Http\RequestHandlers\CalendarAction;POST;;;standard;10;
235;/tree/{tree}/calendar-events/{view};Fisharebest\Webtrees\Http\RequestHandlers\CalendarEvents;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Kalender
236;/tree/{tree}/contact;Fisharebest\Webtrees\Http\RequestHandlers\ContactPage;GET;;;standard;10;
237;/tree/{tree}/contact;Fisharebest\Webtrees\Http\RequestHandlers\ContactAction;POST;;;standard;10;
238;/tree/{tree}/family/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\FamilyPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Bearbeiter#Familien-Datens.C3.A4tze
239;/tree/{tree}/header/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\HeaderPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Bearbeiter#HEAD-_und_SUBN-Datens.C3.A4tze
240;/tree/{tree}/individual/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\IndividualPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Bearbeiter#Personen-Datens.C3.A4tze
241;/tree/{tree}/media-thumbnail;Fisharebest\Webtrees\Http\RequestHandlers\MediaFileThumbnail;GET;;;standard;10;
242;/tree/{tree}/media-download;Fisharebest\Webtrees\Http\RequestHandlers\MediaFileDownload;GET;;;standard;10;
243;/tree/{tree}/media/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\MediaPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Bearbeiter#Medien-Datens.C3.A4tze
244;/tree/{tree}/note/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\NotePage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Bearbeiter#Notizen-Datens.C3.A4tze
245;/tree/{tree}/shared-note/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\SharedNotePage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Bearbeiter#Notizen-Datens.C3.A4tze
246;/tree/{tree}/repository/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\RepositoryPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Bearbeiter#Archive-Datens.C3.A4tze
247;/tree/{tree}/report;Fisharebest\Webtrees\Http\RequestHandlers\ReportListPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Berichte
248;/tree/{tree}/report;Fisharebest\Webtrees\Http\RequestHandlers\ReportListAction;POST;;;standard;10;
249;/tree/{tree}/report/{report};Fisharebest\Webtrees\Http\RequestHandlers\ReportSetupPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Berichte
250;/tree/{tree}/report/{report};Fisharebest\Webtrees\Http\RequestHandlers\ReportSetupAction;POST;;;standard;10;
251;/tree/{tree}/report-run/{report};Fisharebest\Webtrees\Http\RequestHandlers\ReportGenerate;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Berichte
252;/tree/{tree}/search-advanced;Fisharebest\Webtrees\Http\RequestHandlers\SearchAdvancedPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Suchen
253;/tree/{tree}/search-advanced;Fisharebest\Webtrees\Http\RequestHandlers\SearchAdvancedAction;POST;;;standard;10;
254;/tree/{tree}/search-general;Fisharebest\Webtrees\Http\RequestHandlers\SearchGeneralPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Suchen
255;/tree/{tree}/search-general;Fisharebest\Webtrees\Http\RequestHandlers\SearchGeneralAction;POST;;;standard;10;
256;/tree/{tree}/search-phonetic;Fisharebest\Webtrees\Http\RequestHandlers\SearchPhoneticPage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Suchen
257;/tree/{tree}/search-phonetic;Fisharebest\Webtrees\Http\RequestHandlers\SearchPhoneticAction;POST;;;standard;10;
258;/tree/{tree}/search-quick;Fisharebest\Webtrees\Http\RequestHandlers\SearchQuickAction;POST;;;standard;10;
259;/tree/{tree}/source/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\SourcePage;GET;;;standard;10;Webtrees_Handbuch/Anleitung_für_Besucher#Quellen
260;/tree/{tree}/submission/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\SubmissionPage;GET;;;standard;10;
261;/tree/{tree}/submitter/{xref}{/slug};Fisharebest\Webtrees\Http\RequestHandlers\SubmitterPage;GET;;;standard;10;
262;/tree/{tree}/tom-select-family;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectFamily;GET;;;standard;10;
263;/tree/{tree}/tom-select-individual;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectIndividual;GET;;;standard;10;
264;/tree/{tree}/tom-select-location;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectLocation;GET;;;standard;10;
265;/tree/{tree}/tom-select-media;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectMediaObject;GET;;;standard;10;
266;/tree/{tree}/tom-select-note;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectNote;GET;;;standard;10;
267;/tree/{tree}/tom-select-shared-note;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectSharedNote;GET;;;standard;10;
268;/tree/{tree}/tom-select-place;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectPlace;GET;;;standard;10;
269;/tree/{tree}/tom-select-source;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectSource;GET;;;standard;10;
270;/tree/{tree}/tom-select-submission;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectSubmission;GET;;;standard;10;
271;/tree/{tree}/tom-select-submitter;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectSubmitter;GET;;;standard;10;
272;/tree/{tree}/tom-select-repository;Fisharebest\Webtrees\Http\RequestHandlers\TomSelectRepository;GET;;;standard;10;
273;/tree/{tree}/tree-page-block;Fisharebest\Webtrees\Http\RequestHandlers\TreePageBlock;GET;;;standard;10;
274;/tree/{tree}/…;example;GET;;;standard;10;
275;/module/{module}/{action}/{tree};Fisharebest\Webtrees\Http\RequestHandlers\ModuleAction;GET|POST;;;standard;10;
276;/module/{module}/{action};Fisharebest\Webtrees\Http\RequestHandlers\ModuleAction;GET|POST;;;standard;10;
277;/module/{module}/{action}{/tree};module;GET;;;standard;10;
278;/help/{topic};Fisharebest\Webtrees\Http\RequestHandlers\HelpText;GET;;;standard;10;
279;/language/{language};Fisharebest\Webtrees\Http\RequestHandlers\SelectLanguage;POST;;;standard;10;
280;/logout;Fisharebest\Webtrees\Http\RequestHandlers\Logout;POST;;;standard;10;
281;/ping;Fisharebest\Webtrees\Http\RequestHandlers\Ping;GET|HEAD;;;standard;10;
282;/theme/{theme};Fisharebest\Webtrees\Http\RequestHandlers\SelectTheme;POST;;;standard;10;
283;/;Fisharebest\Webtrees\Http\RequestHandlers\HomePage;GET;;;standard;10;
284;/ads.txt;Fisharebest\Webtrees\Http\RequestHandlers\AdsTxt;GET;;;standard;10;
285;/app-ads.txt;Fisharebest\Webtrees\Http\RequestHandlers\AppAdsTxt;GET;;;standard;10;
286;/apple-touch-icon.png;Fisharebest\Webtrees\Http\RequestHandlers\AppleTouchIconPng;GET;;;standard;10;
287;/browserconfig.xml;Fisharebest\Webtrees\Http\RequestHandlers\BrowserconfigXml;GET;;;standard;10;
288;/favicon.ico;Fisharebest\Webtrees\Http\RequestHandlers\FaviconIco;GET;;;standard;10;
289;/robots.txt;Fisharebest\Webtrees\Http\RequestHandlers\RobotsTxt;GET;;;standard;10;
290;/webmanifest.json;Fisharebest\Webtrees\Http\RequestHandlers\WebmanifestJson;GET;;;standard;10;
291;/tree/{tree}/ancestors-{style}-{generations}/{xref};Fisharebest\Webtrees\Module\AncestorsChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
292;/tree/{tree}/branches{/surname};Fisharebest\Webtrees\Module\BranchesListModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Listen
293;/tree/{tree}/compact/{xref};Fisharebest\Webtrees\Module\CompactTreeChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
294;/tree/{tree}/descendants-{style}-{generations}/{xref};Fisharebest\Webtrees\Module\DescendancyChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
295;/tree/{tree}/family-book-{book_size}-{generations}-{spouses}/{xref};Fisharebest\Webtrees\Module\FamilyBookChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
296;/tree/{tree}/family-list;Fisharebest\Webtrees\Module\FamilyListModule;GET;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Listen
297;/tree/{tree}/fan-chart-{style}-{generations}-{width}/{xref};Fisharebest\Webtrees\Module\FanChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
298;/tree/{tree}/hourglass-{generations}-{spouses}/{xref};Fisharebest\Webtrees\Module\HourglassChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
299;/tree/{tree}/individual-list;Fisharebest\Webtrees\Module\IndividualListModule;GET;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Listen
329;/tree/{tree}/lifespans;Fisharebest\Webtrees\Module\LifespansChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
330;/tree/{tree}/media-list;Fisharebest\Webtrees\Module\MediaListModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Listen
331;/tree/{tree}/note-list;Fisharebest\Webtrees\Module\NoteListModule;GET;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Listen
332;/tree/{tree}/pedigree-map-{generations}/{xref};Fisharebest\Webtrees\Module\PedigreeMapModule;GET|POST;;;standard module;10;
333;/tree/{tree}/pedigree-{style}-{generations}/{xref};Fisharebest\Webtrees\Module\PedigreeChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
334;/tree/{tree}/place-list{/place_id};Fisharebest\Webtrees\Module\PlaceHierarchyListModule;GET;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Listen
335;/tree/{tree}/relationships-{ancestors}-{recursion}/{xref}{/xref2};Fisharebest\Webtrees\Module\RelationshipsChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
336;/tree/{tree}/repository-list;Fisharebest\Webtrees\Module\RepositoryListModule;GET;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Listen
337;/tree/{tree}/anniversary-ics/{xref}/{fact_id};Fisharebest\Webtrees\Module\ShareAnniversaryModule;GET;;;standard module;10;
338;/tree/{tree}/source-list;Fisharebest\Webtrees\Module\SourceListModule;GET;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Listen
339;/tree/{tree}/submitter-list;Fisharebest\Webtrees\Module\SubmitterListModule;GET;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Listen
340;/tree/{tree}/timeline-{scale};Fisharebest\Webtrees\Module\TimelineChartModule;GET|POST;;;standard module;10;Webtrees_Handbuch/Anleitung_für_Besucher#Diagramme
341;/admin/gov-data;Cissee\Webtrees\Module\Gov4Webtrees\Http\RequestHandlers\GovDataList;GET;Fisharebest\Webtrees\Http\Middleware\AuthAdministrator;;custom module;10;
342;/admin/gov-data/{gov_id};Cissee\Webtrees\Module\Gov4Webtrees\Http\RequestHandlers\GovData;GET;Fisharebest\Webtrees\Http\Middleware\AuthAdministrator;;custom module;10;
343;/admin/gov-data-edit/{type}/{key};Cissee\Webtrees\Module\Gov4Webtrees\Http\RequestHandlers\GovDataEdit;GET;Fisharebest\Webtrees\Http\Middleware\AuthAdministrator;;custom module;10;
344;/admin/gov-data-update;Cissee\Webtrees\Module\Gov4Webtrees\Http\RequestHandlers\GovDataSave;POST;Fisharebest\Webtrees\Http\Middleware\AuthAdministrator;;custom module;10;
345;/admin/gov-data-delete/{type}/{key};Cissee\Webtrees\Module\Gov4Webtrees\Http\RequestHandlers\GovDataDelete;POST;Fisharebest\Webtrees\Http\Middleware\AuthAdministrator;;custom module;10;
346;/tree/{tree}/tom-select-source-with-suggestions;Cissee\Webtrees\Module\ResearchSuggestions\TomSelectSourceWithSuggestions;GET;;;custom module;10;
347;/tree/{tree}/record/{xref}{/slug};Cissee\WebtreesExt\GedcomRecordPageTempReplacement;GET;;;custom module;10;
348;/tree/{tree}/edit-main/{xref};Cissee\WebtreesExt\Http\RequestHandlers\EditMainFieldsPage;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;custom module;10;
349;/tree/{tree}/edit-main/{xref};Cissee\WebtreesExt\Http\RequestHandlers\EditMainFieldsAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;custom module;10;
350;/tree/{tree}/config-gedcom-field/{tag}/{indent};Cissee\WebtreesExt\Http\RequestHandlers\ConfigGedcomField;GET;Fisharebest\Webtrees\Http\Middleware\AuthAdministrator;;custom module;10;
351;/tree/{tree}/config-gedcom-field-action;Cissee\WebtreesExt\Http\RequestHandlers\ConfigGedcomFieldAction;POST;Fisharebest\Webtrees\Http\Middleware\AuthAdministrator;;custom module;10;
352;/tree/{tree}/add-fact/{xref}/{fact};Cissee\WebtreesExt\Http\RequestHandlers\AddNewFactExt;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;custom module;10;
353;/tree/{tree}/edit-fact/{xref}/{fact_id};Cissee\WebtreesExt\Http\RequestHandlers\EditFactPageExt;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;custom module;10;
354;/tree/{tree}/add-child-to-family/{xref}/{sex};Cissee\WebtreesExt\Http\RequestHandlers\AddChildToFamilyPageExt;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;custom module;10;
355;/tree/{tree}/add-child-to-individual/{xref};Cissee\WebtreesExt\Http\RequestHandlers\AddChildToIndividualPageExt;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;custom module;10;
356;/tree/{tree}/add-parent-to-individual/{xref}/{sex};Cissee\WebtreesExt\Http\RequestHandlers\AddParentToIndividualPageExt;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;custom module;10;
357;/tree/{tree}/add-spouse-to-family/{xref}/{sex};Cissee\WebtreesExt\Http\RequestHandlers\AddSpouseToFamilyPageExt;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;custom module;10;
358;/tree/{tree}/add-spouse-to-individual/{xref};Cissee\WebtreesExt\Http\RequestHandlers\AddSpouseToIndividualPageExt;GET;Fisharebest\Webtrees\Http\Middleware\AuthEditor;;custom module;10;
